name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
oxford,2022-10-15T22:00:00,11.3,11.3,8.9,85.15,0,0,,0,0,37.1,20,210,1002.9,0,10,,,,,Clear,clear-night,"EGWU,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T23:00:00,12,12,8.7,80.19,0,0,,0,0,43.9,17.7,200,1003.5,65.5,10,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T00:00:00,11.9,11.9,7.8,75.99,0,0,,0,0,38.9,18,212,1003.6,6.5,10,,,,,Clear,clear-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T01:00:00,11.4,11.4,7.4,76.14,0,0,,0,0,43.6,21.2,213.9,1004,31.5,10,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T02:00:00,11.8,11.8,7.8,76.21,0,0,,0,0,42.8,19,208,1004.5,43.6,10,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T03:00:00,11.4,11.4,7.7,78.23,0,0,,0,0,42.8,16.2,209,1004.9,24.3,10,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T04:00:00,10.9,10.9,6.9,76.28,0,0,,0,0,42.1,22,229.5,1005.5,18.4,10,,,,,Clear,clear-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T05:00:00,10.4,10.4,6.9,78.78,0,0,,0,0,41.8,13.4,222,1006,18.4,10,,,,,Clear,clear-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T06:00:00,10,8.1,6.9,81.07,0,0,,0,0,41.4,13.2,224,1007,63.2,10,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T07:00:00,8.9,8.9,6.9,86.83,0,0,,0,0,35.6,13.3,221.1,1008,18.4,10,,,,,Clear,clear-night,"EGWU,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T08:00:00,7.4,5.6,5.9,90.22,0,0,,0,0,25.9,9.6,227,1009,18.4,10,23,0.1,0,,Clear,clear-day,"EGWU,E7521,EGTK,EGVN,EGVA,EGUB"
oxford,2022-10-16T09:00:00,9.3,9.3,7.6,89.37,0,0,,0,0,21.2,3.6,206,1010,0,10,78,0.3,1,,Clear,clear-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T10:00:00,12,12,7.9,76.21,0,0,,0,0,20.2,11.4,222,1011,19,10,222,0.8,2,,Clear,clear-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T11:00:00,13.8,13.8,8.7,71.32,0,0,,0,0,20.5,9.2,226,1011,19,10,306,1.1,3,,Clear,clear-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T12:00:00,14.8,14.8,8.9,67.61,0,0,,0,0,19.4,10.7,201,1011,26,10,363,1.3,4,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T13:00:00,16.1,16.1,8.7,61.72,0,0,,0,0,21.6,13,167.8,1011,28.6,10,368,1.3,4,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T14:00:00,16.7,16.7,8,56.55,0,0,,0,0,30.6,15.5,171,1011,26.3,10,88,0.3,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T15:00:00,16,16,8,59.32,0,0,,0,0,35.3,16.6,169,1010.8,25.8,10,186,0.7,2,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T16:00:00,15.9,15.9,8.1,59.59,0,0,,0,0,33.5,18,159,1010.1,37.4,10,93,0.3,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T17:00:00,15.1,15.1,9.6,69.99,0,0,,0,0,34.9,17.4,148,1009.8,46.2,10,47,0.2,0,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T18:00:00,14.9,14.9,9.2,68.73,0.1,100,rain,0,0,33.5,18.1,143,1009,45.7,10,18,0.1,0,,"Rain, Partially cloudy",rain,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-16T19:00:00,13.9,13.9,11.2,83.58,0.2,100,rain,0,0,31.7,13.2,112,1008.8,85.9,8.6,,,,,"Rain, Partially cloudy",rain,"EGWU,EGTK,EGVN,EGVA,EGUB"
oxford,2022-10-16T20:00:00,13.1,13.1,12.1,93.9,0,0,,0,0,37.8,18.5,121,1008.7,87.2,6.6,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGTK,EGVN,EGVA,EGUB"
oxford,2022-10-16T21:00:00,13.1,13.1,13,99.06,0.2,100,rain,0,0,42.1,18.9,127,1007.8,88.5,8.2,,,,,"Rain, Partially cloudy",rain,"EGTK,EGVN,EGVA,EGUB"
oxford,2022-10-16T22:00:00,14.1,14.1,13.8,98.08,0.1,100,rain,0,0,43.9,18.3,139,1007,90.2,6,,,,,"Rain, Overcast",rain,"EGTK,EGVN,EGVA,EGUB"
oxford,2022-10-16T23:00:00,14.3,14.3,14.2,99.08,0.1,100,rain,0,0,42.5,19.2,150,1007.1,90.4,9.6,,,,,"Rain, Overcast",rain,"EGWU,EGTK,EGVN,EGVA,EGUB"
